															0	1	2	3	4	5	6	7	8	9	A	B	C	D	E	F	EOC!
ST_GPIO	PAD_ST_GPIO_6	YES	YES	102	168	YES	F	"1: PCMCIA_CE1_N,<O>,<HS>
2: TTL_vsout,<O>,<HS>
3: TCON_bit8,<O>
B: I2S_out_WCLK,<O>
C: iso_misc_uni_pwm1,<O>
D: iso_misc_pwm_0,<O>
F: ISO_MIS_GPIO_bit6,<I/O>
def: ISO_MIS_GPIO_bit6,<I/O>"	0x1806_022c[7:4]		C: 0xb806_02A8[1] = 0x0~1	"IO_Set:        0x18061100[6]
GPO_Set:     0x18061108[6]
GPI_Read:   0x18061110[6]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit6,<I/O>"	X	"PCMCIA_CE1_N,<O>,<HS>"	"TTL_vsout,<O>,<HS>"	"TCON_bit8,<O>"	X	X	X	X	X	X	X	"I2S_out_WCLK,<O>"	"iso_misc_uni_pwm1,<O>"	"iso_misc_pwm_0,<O>"	X	"ISO_MIS_GPIO_bit6,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_7	YES	YES		169	YES	F	"1: PCMCIA_RST0,<OD>,<HS>
2: TTL_hsout,<O>,<HS>
3: TCON_bit9,<O>
6: SC_SCLK,<O>
D: iso_misc_pwm_1,<O>
F: ISO_MIS_GPIO_bit7,<I/O>
def: ISO_MIS_GPIO_bit7,<I/O>"	 0x1806_022c[15:12]			"IO_Set:        0x18061100[7]
GPO_Set:     0x18061108[7]
GPI_Read:   0x18061110[7]"	"Duty_Set:  0x18061198 = 0x00320063  
Div_Set:    0x18061194 = 0x800030A8  
EN_Set:     0x18061190 = 0x60000000"	"ISO_MIS_GPIO_bit7,<I/O>"	X	"PCMCIA_RST0,<OD>,<HS>"	"TTL_hsout,<O>,<HS>"	"TCON_bit9,<O>"	X	X	"SC_SCLK,<O>"	X	X	X	X	X	X	"iso_misc_pwm_1,<O>"	X	"ISO_MIS_GPIO_bit7,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_8	YES	YES	103	170	YES	F	"1: PCMCIA_OE_N,<O>,<HS>
2: TTL_CLK,<O>,<HS>
3: TCON_bit10,<O>
6: SC_CD_SRC2,<I>
7: irrx_src0,<I>
9: SPDIF_OUT,<O>
A: USB_PWR_FLAG0_SRC2,<I>
B: I2S_out_MCLK,<O>
D: iso_misc_pwm_0,<O>
F: ISO_MIS_GPIO_bit8,<I/O>
def: ISO_MIS_GPIO_bit8,<I/O>"	0x1806_022c[23:20]	"6: 0xb800_08C4[27:24] = 0x2
7: 0xb806_02A0[8:6] = 0x0
A: 0xb800_08C4[23:22] = 0x2"		"IO_Set:        0x18061100[8]
GPO_Set:     0x18061108[8]
GPI_Read:   0x18061110[8]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit8,<I/O>"	X	"PCMCIA_OE_N,<O>,<HS>"	"TTL_CLK,<O>,<HS>"	"TCON_bit10,<O>"	X	X	"SC_CD_SRC2,<I>"	"irrx_src0,<I>"	X	"SPDIF_OUT,<O>"	"USB_PWR_FLAG0_SRC2,<I>"	"I2S_out_MCLK,<O>"	X	"iso_misc_pwm_0,<O>"	X	"ISO_MIS_GPIO_bit8,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_9	YES	YES	104	171	YES	F	"1: PCMCIA_CD0_N,<I>,<HS>
2: TTL_hsout,<O>,<HS>
3: TCON_bit11,<O>
6: SC_DATA_SRC2,<I/O>
A: USB_PWR_FLAG1_SRC2,<I>
B: I2S_out_Data0,<O>
D: iso_misc_pwm_0,<O>
F: ISO_MIS_GPIO_bit9,<I/O>
def: ISO_MIS_GPIO_bit9,<I/O>"	0x1806_022c[31:28]	"6: 0xb800_08C4[27:24] = 0x2
A: 0xb800_08C4[21:20] = 0x2"		"IO_Set:        0x18061100[9]
GPO_Set:     0x18061108[9]
GPI_Read:   0x18061110[9]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit9,<I/O>"	X	"PCMCIA_CD0_N,<I>,<HS>"	"TTL_hsout,<O>,<HS>"	"TCON_bit11,<O>"	X	X	"SC_DATA_SRC2,<I/O>"	X	X	X	"USB_PWR_FLAG1_SRC2,<I>"	"I2S_out_Data0,<O>"	X	"iso_misc_pwm_0,<O>"	X	"ISO_MIS_GPIO_bit9,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_10	YES	YES		172	YES	F	"1: PCMCIA_IREQ0_N,<I>,<HS>
2: TTL_vsout,<O>,<HS>
3: TCON_bit12,<O>
6: SC_RST,<O>
D: iso_misc_pwm_1,<O>
F: ISO_MIS_GPIO_bit10,<I/O>
def: ISO_MIS_GPIO_bit10,<I/O>"	 0x1806_0228[7:4]			"IO_Set:        0x18061100[10]
GPO_Set:     0x18061108[10]
GPI_Read:   0x18061110[10]"	"Duty_Set:  0x18061198 = 0x00320063  
Div_Set:    0x18061194 = 0x800030A8  
EN_Set:     0x18061190 = 0x60000000"	"ISO_MIS_GPIO_bit10,<I/O>"	X	"PCMCIA_IREQ0_N,<I>,<HS>"	"TTL_vsout,<O>,<HS>"	"TCON_bit12,<O>"	X	X	"SC_RST,<O>"	X	X	X	X	X	X	"iso_misc_pwm_1,<O>"	X	"ISO_MIS_GPIO_bit10,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_11	YES	YES		173	YES	F	"0: HSYNC_IN,<I>
1: PCMCIA_WAIT_N,<I>,<HS>
2: TTL_hsout,<O>,<HS>
3: TCON_bit13,<O>
D: iso_misc_pwm_0,<O>
F: ISO_MIS_GPIO_bit11,<I/O>
def: ISO_MIS_GPIO_bit11,<I/O>"	 0x1806_0228[15:12]			"IO_Set:        0x18061100[11]
GPO_Set:     0x18061108[11]
GPI_Read:   0x18061110[11]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit11,<I/O>"	"HSYNC_IN,<I>"	"PCMCIA_WAIT_N,<I>,<HS>"	"TTL_hsout,<O>,<HS>"	"TCON_bit13,<O>"	X	X	X	X	X	X	X	X	X	"iso_misc_pwm_0,<O>"	X	"ISO_MIS_GPIO_bit11,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_12	YES	NO		174	YES	F	"0: VSYNC_IN,<I>
1: PCMCIA_WE_N,<O>,<HS>
2: TTL_CLK,<O>,<HS>
3: TCON_bit14,<O>
7: irrx_src1,<I>
D: iso_misc_pwm_0,<O>
F: ISO_MIS_GPIO_bit12,<I/O>
def: ISO_MIS_GPIO_bit12,<I/O>"	 0x1806_0228[23:20]	7: 0xb806_02A0[8:6] = 0x1		"IO_Set:        0x18061100[12]
GPO_Set:     0x18061108[12]
GPI_Read:   0x18061110[12]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit12,<I/O>"	"VSYNC_IN,<I>"	"PCMCIA_WE_N,<O>,<HS>"	"TTL_CLK,<O>,<HS>"	"TCON_bit14,<O>"	X	X	X	"irrx_src1,<I>"	X	X	X	X	X	"iso_misc_pwm_0,<O>"	X	"ISO_MIS_GPIO_bit12,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_13	YES	NO		175	YES	F	"1: PCMCIA_REG_N,<O>,<HS>
2: TTL_hsout,<O>,<HS>
3: TCON_bit15,<O>
9: SPDIF_IN_SRC2,<I>
D: iso_misc_pwm_1,<O>
F: ISO_MIS_GPIO_bit13,<I/O>
def: ISO_MIS_GPIO_bit13,<I/O>"	 0x1806_0228[31:28]	9: 0xb800_08C0[1:0] = 0x2		"IO_Set:        0x18061100[13]
GPO_Set:     0x18061108[13]
GPI_Read:   0x18061110[13]"	"Duty_Set:  0x18061198 = 0x00320063  
Div_Set:    0x18061194 = 0x800030A8  
EN_Set:     0x18061190 = 0x60000000"	"ISO_MIS_GPIO_bit13,<I/O>"	X	"PCMCIA_REG_N,<O>,<HS>"	"TTL_hsout,<O>,<HS>"	"TCON_bit15,<O>"	X	X	X	X	X	"SPDIF_IN_SRC2,<I>"	X	X	X	"iso_misc_pwm_1,<O>"	X	"ISO_MIS_GPIO_bit13,<I/O>"	EOC!
ST_GPIO	PAD_HDDC1_SDA	YES	YES		176	YES	F	"2: ST_dbg_bit5,<I/O>
4: HDDC1_SDA,<I/O>
5: I2C0_SDA_SRC2,<I/O>
D: iso_misc_pwm_0,<O>
F: ISO_MIS_GPIO_bit19,<I/O>
def: ISO_MIS_GPIO_bit19,<I/O>"	 0x1806_0204[7:4]	5: 0xb806_02A0[5:2] = 0x2		"IO_Set:        0x18061100[19]
GPO_Set:     0x18061108[19]
GPI_Read:   0x18061110[19]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit19,<I/O>"	X	X	"ST_dbg_bit5,<I/O>"	X	"HDDC1_SDA,<I/O>"	"I2C0_SDA_SRC2,<I/O>"	X	X	X	X	X	X	X	"iso_misc_pwm_0,<O>"	X	"ISO_MIS_GPIO_bit19,<I/O>"	EOC!
ST_GPIO	PAD_HDDC1_SCL	YES	YES		177	YES	F	"2: ST_dbg_bit6,<I/O>
4: HDDC1_SCL,<I>
5: I2C0_SCL_SRC2,<I/O>
D: iso_misc_pwm_1,<O>
F: ISO_MIS_GPIO_bit20,<I/O>
def: ISO_MIS_GPIO_bit20,<I/O>"	 0x1806_0204[15:12]	5: 0xb806_02A0[5:2] = 0x2		"IO_Set:        0x18061100[20]
GPO_Set:     0x18061108[20]
GPI_Read:   0x18061110[20]"	"Duty_Set:  0x18061198 = 0x00320063  
Div_Set:    0x18061194 = 0x800030A8  
EN_Set:     0x18061190 = 0x60000000"	"ISO_MIS_GPIO_bit20,<I/O>"	X	X	"ST_dbg_bit6,<I/O>"	X	"HDDC1_SCL,<I>"	"I2C0_SCL_SRC2,<I/O>"	X	X	X	X	X	X	X	"iso_misc_pwm_1,<O>"	X	"ISO_MIS_GPIO_bit20,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_21	YES	NO		178	YES	F	"2: ST_dbg_bit7,<I/O>
3: TCON_bit16,<O>
4: DEMOD_ANT_TX_SRC1, <I/O>
6: ETN_LED0,<O>
7: irrx_src2,<I>
9: SPDIF_OUT,<O>
A: USB_PWR_CTRL0,<O>
B: I2S_in_SCLK_SRC1,<I>
C: iso_misc_uni_pwm2,<O>
D: iso_misc_pwm_0,<O>
F: ISO_MIS_GPIO_bit21,<I/O>
def: ISO_MIS_GPIO_bit21,<I/O>"	0x1806_0224 [23:20]	"4: 0xb800_08C4[12] = 0x1
7: 0xb806_02A0[8:6] = 0x2
B: 0xb800_08C4[31] = 0x1"	C: 0xb806_02A8[2] = 0x0~1	"IO_Set:        0x18061100[21]
GPO_Set:     0x18061108[21]
GPI_Read:   0x18061110[21]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit21,<I/O>"	X	X	"ST_dbg_bit7,<I/O>"	"TCON_bit16,<O>"	"DEMOD_ANT_TX_SRC1, <I/O>"	X	"ETN_LED0,<O>"	"irrx_src2,<I>"	X	"SPDIF_OUT,<O>"	"USB_PWR_CTRL0,<O>"	"I2S_in_SCLK_SRC1,<I>"	"iso_misc_uni_pwm2,<O>"	"iso_misc_pwm_0,<O>"	X	"ISO_MIS_GPIO_bit21,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_22	YES	NO		179	YES	F	"2: ST_dbg_bit8,<I/O>
3: ATV_VSYNC_OUT,<O>
4: DEMOD_ANT_OE_SRC1, <I/O>
6: ETN_LED1,<O>
A: USB_PWR_CTRL1,<O>
B: I2S_in_WCLK_SRC1,<I>
C: iso_misc_uni_pwm3,<O>
D: iso_misc_pwm_1,<O>
F: ISO_MIS_GPIO_bit22,<I/O>
def: ISO_MIS_GPIO_bit22,<I/O>"	0x1806_0224 [31:28]	"4: 0xb800_08C4[13] = 0x1
B: 0xb800_08C4[31] = 0x1"	C: 0xb806_02A8[3] = 0x0~1	"IO_Set:        0x18061100[22]
GPO_Set:     0x18061108[22]
GPI_Read:   0x18061110[22]"	"Duty_Set:  0x18061198 = 0x00320063  
Div_Set:    0x18061194 = 0x800030A8  
EN_Set:     0x18061190 = 0x60000000"	"ISO_MIS_GPIO_bit22,<I/O>"	X	X	"ST_dbg_bit8,<I/O>"	"ATV_VSYNC_OUT,<O>"	"DEMOD_ANT_OE_SRC1, <I/O>"	X	"ETN_LED1,<O>"	X	X	X	"USB_PWR_CTRL1,<O>"	"I2S_in_WCLK_SRC1,<I>"	"iso_misc_uni_pwm3,<O>"	"iso_misc_pwm_1,<O>"	X	"ISO_MIS_GPIO_bit22,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_23	YES	NO		180	YES	F	"2: ST_dbg_bit9,<I/O>
3: TCON_bit17,<O>
4: DEMOD_ANT_RX_SRC1,<I>
9: SPDIF_OUT,<O>
A: USB_PWR_FLAG0_SRC3,<I>
B: I2S_in_MCLK_SRC1,<I>
D: iso_misc_pwm_0,<O>
F: ISO_MIS_GPIO_bit23,<I/O>
def: ISO_MIS_GPIO_bit23,<I/O>"	0x1806_0220[7:4]	"4: 0xb800_08C4[14] = 0x1
A: 0xb800_08C4[23:22] = 0x3
B: 0xb800_08C4[31] = 0x1"		"IO_Set:        0x18061100[23]
GPO_Set:     0x18061108[23]
GPI_Read:   0x18061110[23]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit23,<I/O>"	X	X	"ST_dbg_bit9,<I/O>"	"TCON_bit17,<O>"	"DEMOD_ANT_RX_SRC1,<I>"	X	X	X	X	"SPDIF_OUT,<O>"	"USB_PWR_FLAG0_SRC3,<I>"	"I2S_in_MCLK_SRC1,<I>"	X	"iso_misc_pwm_0,<O>"	X	"ISO_MIS_GPIO_bit23,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_24	YES	NO			YES	F	"2: ST_dbg_bit10,<I/O>
7: irrx_src3,<I>
8: uart0_rxdi_src2,<I>
9: uart1_rxdi_src5,<I>
D: iso_misc_pwm_1,<O>
F: ISO_MIS_GPIO_bit24,<I/O>
def: ISO_MIS_GPIO_bit24,<I/O>"	0x1806_0220[15:12]	"7: 0xb806_02A0[8:6] = 0x3
8: 0xb806_02A0[10:9] = 0x2
9: 0xb800_08C0[3:2] = 0x3 / 0xb806_02A0[15:14] = 0x2"		"IO_Set:        0x18061100[24]
GPO_Set:     0x18061108[24]
GPI_Read:   0x18061110[24]"	"Duty_Set:  0x18061198 = 0x00320063  
Div_Set:    0x18061194 = 0x800030A8  
EN_Set:     0x18061190 = 0x60000000"	"ISO_MIS_GPIO_bit24,<I/O>"	X	X	"ST_dbg_bit10,<I/O>"	X	X	X	X	"irrx_src3,<I>"	"uart0_rxdi_src2,<I>"	"uart1_rxdi_src5,<I>"	X	X	X	"iso_misc_pwm_1,<O>"	X	"ISO_MIS_GPIO_bit24,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_25	YES	NO			YES	F	"2: ST_dbg_bit11,<I/O>
8: uart0_txdo,<O>
9: uart1_txdo,<O>
A: USB_PWR_FLAG1_SRC3,<I>
B: I2S_out_SCLK,<O>
C: iso_misc_uni_pwm4,<O>
D: iso_misc_pwm_0,<O>
F: ISO_MIS_GPIO_bit25,<I/O>
def: ISO_MIS_GPIO_bit25,<I/O>"	0x1806_0220[23:20]	A: 0xb800_08C4[21:20] = 0x3	C: 0xb806_02A8[4] = 0x0~1	"IO_Set:        0x18061100[25]
GPO_Set:     0x18061108[25]
GPI_Read:   0x18061110[25]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit25,<I/O>"	X	X	"ST_dbg_bit11,<I/O>"	X	X	X	X	X	"uart0_txdo,<O>"	"uart1_txdo,<O>"	"USB_PWR_FLAG1_SRC3,<I>"	"I2S_out_SCLK,<O>"	"iso_misc_uni_pwm4,<O>"	"iso_misc_pwm_0,<O>"	X	"ISO_MIS_GPIO_bit25,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_26	YES	NO			YES	F	"2: ST_dbg_bit12,<I/O>
B: I2S_out_WCLK,<O>
D: iso_misc_pwm_1,<O>
F: ISO_MIS_GPIO_bit26,<I/O>
def: ISO_MIS_GPIO_bit26,<I/O>"	0x1806_0220[31:28]			"IO_Set:        0x18061100[26]
GPO_Set:     0x18061108[26]
GPI_Read:   0x18061110[26]"	"Duty_Set:  0x18061198 = 0x00320063  
Div_Set:    0x18061194 = 0x800030A8  
EN_Set:     0x18061190 = 0x60000000"	"ISO_MIS_GPIO_bit26,<I/O>"	X	X	"ST_dbg_bit12,<I/O>"	X	X	X	X	X	X	X	X	"I2S_out_WCLK,<O>"	X	"iso_misc_pwm_1,<O>"	X	"ISO_MIS_GPIO_bit26,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_27	YES	NO			YES	F	"2: ST_dbg_bit13,<I/O>
B: I2S_out_MCLK,<O>
D: iso_misc_pwm_0,<O>
F: ISO_MIS_GPIO_bit27,<I/O>
def: ISO_MIS_GPIO_bit27,<I/O>"	 0x1806_021C[7:4]			"IO_Set:        0x18061100[27]
GPO_Set:     0x18061108[27]
GPI_Read:   0x18061110[27]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit27,<I/O>"	X	X	"ST_dbg_bit13,<I/O>"	X	X	X	X	X	X	X	X	"I2S_out_MCLK,<O>"	X	"iso_misc_pwm_0,<O>"	X	"ISO_MIS_GPIO_bit27,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_28	YES	NO			YES	F	"2: ST_dbg_bit14,<I/O>
B: I2S_out_Data0,<O>
D: iso_misc_pwm_1,<O>
F: ISO_MIS_GPIO_bit28,<I/O>
def: ISO_MIS_GPIO_bit28,<I/O>"	 0x1806_021C[15:12]			"IO_Set:        0x18061100[28]
GPO_Set:     0x18061108[28]
GPI_Read:   0x18061110[28]"	"Duty_Set:  0x18061198 = 0x00320063  
Div_Set:    0x18061194 = 0x800030A8  
EN_Set:     0x18061190 = 0x60000000"	"ISO_MIS_GPIO_bit28,<I/O>"	X	X	"ST_dbg_bit14,<I/O>"	X	X	X	X	X	X	X	X	"I2S_out_Data0,<O>"	X	"iso_misc_pwm_1,<O>"	X	"ISO_MIS_GPIO_bit28,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_29	YES	NO			YES	F	"2: ST_dbg_bit15,<I/O>
5: I2C0_SCL_SRC3,<I/O>
6: ETN_LED0,<O>
D: iso_misc_pwm_0,<O>
F: ISO_MIS_GPIO_bit29,<I/O>
def: ISO_MIS_GPIO_bit29,<I/O>"	 0x1806_021C[23:20]	5: 0xb806_02A0[5:2] = 0x3		"IO_Set:        0x18061100[29]
GPO_Set:     0x18061108[29]
GPI_Read:   0x18061110[29]"	"Duty_Set:  0x1806118C = 0x00320063  
Div_Set:    0x18061188 = 0x800030A8  
EN_Set:     0x18061184 = 0x60000000 "	"ISO_MIS_GPIO_bit29,<I/O>"	X	X	"ST_dbg_bit15,<I/O>"	X	X	"I2C0_SCL_SRC3,<I/O>"	"ETN_LED0,<O>"	X	X	X	X	X	X	"iso_misc_pwm_0,<O>"	X	"ISO_MIS_GPIO_bit29,<I/O>"	EOC!
ST_GPIO	PAD_ST_GPIO_30	YES	NO			YES	F	"5: I2C0_SDA_SRC3,<I/O>
6: ETN_LED1,<O>
D: iso_misc_pwm_1,<O>
F: ISO_MIS_GPIO_bit30,<I/O>
def: ISO_MIS_GPIO_bit30,<I/O>"	 0x1806_021C[31:28]	5: 0xb806_02A0[5:2] = 0x3		"IO_Set:        0x18061100[30]
GPO_Set:     0x18061108[30]
GPI_Read:   0x18061110[30]"	"Duty_Set:  0x18061198 = 0x00320063  
Div_Set:    0x18061194 = 0x800030A8  
EN_Set:     0x18061190 = 0x60000000"	"ISO_MIS_GPIO_bit30,<I/O>"	X	X	X	X	X	"I2C0_SDA_SRC3,<I/O>"	"ETN_LED1,<O>"	X	X	X	X	X	X	"iso_misc_pwm_1,<O>"	X	"ISO_MIS_GPIO_bit30,<I/O>"	EOC!
IFD_ADC_DAC	Scart_FSW_0_APAD	NO	NO		211	YES	F	"C: LSADC3,<AI>
D: SCART_FSW_0,<AI>
F: MIS_GPIO_bit79,<I/O>
def: MIS_GPIO_bit79,<I/O>"	0x1800_08B0[31:28]			"IO_Set:        0x1801BC08[15]  
GPO_Set:     0x1801BC1C[15]  
GPI_Read:   0x1801BC30[15] "		"MIS_GPIO_bit79,<I/O>"	X	X	X	X	X	X	X	X	X	X	X	X	"LSADC3,<AI>"	"SCART_FSW_0,<AI>"	X	"MIS_GPIO_bit79,<I/O>"	EOC!
IFD_ADC_DAC	AV_OUT_1_APAD	NO	NO	126	213	YES	F	"3: TCON_bit18,<O>
C: AV_OUT_1,<AO>
F: MIS_GPIO_bit80,<O>
def: MIS_GPIO_bit80,<O>"	0x1800_08B0[27:24]			"IO_Set:        0x1801BC08[16]  
GPO_Set:     0x1801BC1C[16]  "		"MIS_GPIO_bit80,<O>"	X	X	X	"TCON_bit18,<O>"	X	X	X	X	X	X	X	X	"AV_OUT_1,<AO>"	X	X	"MIS_GPIO_bit80,<O>"	EOC!
IFD_ADC_DAC	AV_OUT_2_APAD	NO	NO		214	YES	F	"3: TCON_bit19,<O>
C: AV_OUT_2,<AO>
F: MIS_GPIO_bit81,<O>
def: MIS_GPIO_bit81,<O>"	0x1800_08B0[23:20]			"IO_Set:        0x1801BC08[17]  
GPO_Set:     0x1801BC1C[17]  "		"MIS_GPIO_bit81,<O>"	X	X	X	"TCON_bit19,<O>"	X	X	X	X	X	X	X	X	"AV_OUT_2,<AO>"	X	X	"MIS_GPIO_bit81,<O>"	EOC!
																															
